purchase_date,flight_date,day_of_week,origin,destination,airline,days_to_flight,departure_time,class,stops,ticket_price
2024-02-14,2024-03-26,Tuesday,ANK,ADB,Turkish Airlines,41,20:45,Economy,0,987
2024-02-24,2024-02-24,Saturday,IZM,AYT,Turkish Airlines,0,16:15,Economy,0,1114
2024-07-07,2024-08-25,Sunday,IZM,AYT,Pegasus,49,03:30,Economy,0,861
2024-02-20,2024-03-13,Wednesday,IST,ANK,AnadoluJet,22,16:45,Economy,0,979
2024-06-27,2024-08-12,Monday,ADB,IST,SunExpress,46,22:00,Economy,0,775
2024-10-22,2024-12-12,Thursday,IZM,IST,Pegasus,51,16:15,Business,0,2086
2024-09-16,2024-10-13,Sunday,ANK,ADB,SunExpress,27,05:15,Economy,0,1028
2024-07-20,2024-07-21,Sunday,ESB,ADB,Pegasus,1,00:15,Economy,0,1047
2024-10-16,2024-10-22,Tuesday,IZM,IST,Pegasus,6,03:30,Economy,0,1141
2024-11-03,2024-11-23,Saturday,ADB,ESB,SunExpress,20,11:30,Economy,0,1017
2024-10-26,2024-12-10,Tuesday,AYT,ANK,AnadoluJet,45,21:15,Business,0,2055
2024-05-29,2024-06-05,Wednesday,IST,IZM,Pegasus,7,12:45,Economy,0,1117
2024-06-18,2024-07-15,Monday,ANK,ESB,Pegasus,27,20:15,Economy,0,1007
2024-05-19,2024-05-27,Monday,ANK,AYT,Pegasus,8,01:30,Economy,0,962
2024-02-17,2024-04-09,Tuesday,ADB,ANK,SunExpress,52,15:45,Business,0,2115
2024-11-06,2024-12-29,Sunday,ADB,AYT,SunExpress,53,00:15,Economy,0,809
2024-03-22,2024-04-25,Thursday,IST,ADB,AnadoluJet,34,23:45,Economy,0,970
2024-10-13,2024-10-20,Sunday,AYT,IST,AnadoluJet,7,11:00,Economy,1,1009
2024-09-23,2024-10-06,Sunday,ESB,ADB,SunExpress,13,07:30,Economy,1,793
2024-05-03,2024-06-27,Thursday,ADB,IZM,Turkish Airlines,55,07:15,Economy,1,763
2024-11-20,2024-12-29,Sunday,AYT,IZM,SunExpress,39,06:15,Economy,0,820
2024-09-12,2024-09-29,Sunday,AYT,IZM,Pegasus,17,09:30,Economy,0,1046
2024-01-22,2024-03-10,Sunday,ESB,IST,SunExpress,48,20:15,Business,1,1989
2024-01-30,2024-03-15,Friday,ANK,IZM,AnadoluJet,45,21:45,Economy,0,900
2024-11-02,2024-11-19,Tuesday,ANK,ESB,SunExpress,17,02:45,Economy,0,1046
2024-10-23,2024-12-21,Saturday,ESB,IZM,AnadoluJet,59,18:00,Economy,0,903
2024-07-13,2024-08-22,Thursday,ESB,IST,AnadoluJet,40,12:15,Business,0,2109
2024-04-27,2024-05-17,Friday,ANK,AYT,AnadoluJet,20,18:45,Economy,0,987
2024-01-18,2024-01-24,Wednesday,ESB,IST,SunExpress,6,05:45,Economy,1,936
2024-02-29,2024-04-13,Saturday,IST,AYT,Pegasus,44,08:00,Business,0,2147
2024-01-20,2024-02-12,Monday,IZM,ADB,Pegasus,23,23:15,Economy,0,994
2024-12-20,2024-12-26,Thursday,ESB,IST,Turkish Airlines,6,18:15,Economy,0,1102
2024-01-05,2024-01-05,Friday,ESB,ADB,AnadoluJet,0,13:15,Economy,1,972
2024-07-10,2024-07-15,Monday,IST,IZM,Turkish Airlines,5,09:15,Economy,0,1072
2024-01-03,2024-02-05,Monday,ANK,IZM,Turkish Airlines,33,11:15,Economy,0,995
2024-06-20,2024-07-29,Monday,ESB,ANK,SunExpress,39,03:15,Business,0,2197
2024-06-23,2024-07-15,Monday,IST,ESB,SunExpress,22,08:00,Economy,0,953
2024-09-18,2024-11-03,Sunday,AYT,ESB,AnadoluJet,46,21:30,Economy,0,822
2024-09-05,2024-09-17,Tuesday,AYT,ESB,SunExpress,12,07:45,Economy,0,1038
2024-08-03,2024-09-12,Thursday,IST,IZM,Turkish Airlines,40,11:30,Economy,1,683
2024-07-11,2024-08-03,Saturday,ADB,ESB,Pegasus,23,02:00,Economy,1,885
2024-05-01,2024-05-14,Tuesday,IST,ANK,Turkish Airlines,13,12:30,Business,1,2145
2024-07-04,2024-07-31,Wednesday,ESB,AYT,SunExpress,27,19:15,Economy,0,936
2024-01-09,2024-02-10,Saturday,IST,ADB,Pegasus,32,10:45,Business,0,2190
2024-04-24,2024-06-07,Friday,ESB,IST,SunExpress,44,01:15,Economy,1,652
2024-07-12,2024-08-20,Tuesday,ADB,IST,Turkish Airlines,39,23:15,Economy,0,835
2024-12-25,2024-12-25,Wednesday,IST,IZM,Pegasus,0,16:30,Economy,0,1042
2024-04-01,2024-05-17,Friday,IZM,ANK,Turkish Airlines,46,13:30,Economy,0,904
2024-11-24,2024-12-30,Monday,IST,ADB,Turkish Airlines,36,01:45,Economy,0,965
2024-03-05,2024-03-21,Thursday,ANK,ADB,Turkish Airlines,16,03:15,Business,0,2309
2023-11-30,2024-01-23,Tuesday,AYT,IST,Turkish Airlines,54,12:15,Economy,0,775
2024-11-14,2024-12-31,Tuesday,IST,ESB,SunExpress,47,23:30,Economy,0,834
2024-07-02,2024-07-09,Tuesday,IST,ESB,Turkish Airlines,7,01:45,Economy,1,832
2024-05-19,2024-06-08,Saturday,ADB,IZM,Turkish Airlines,20,06:30,Economy,0,1044
2024-04-05,2024-05-04,Saturday,IZM,ESB,AnadoluJet,29,06:15,Economy,0,893
2023-12-30,2024-01-13,Saturday,IST,AYT,AnadoluJet,14,00:30,Economy,0,930
2024-05-31,2024-06-06,Thursday,ESB,ADB,Pegasus,6,15:00,Economy,0,1006
2024-02-15,2024-02-17,Saturday,ESB,IZM,Pegasus,2,22:30,Business,0,2307
2024-10-18,2024-10-24,Thursday,ESB,IST,Pegasus,6,18:00,Economy,0,1081
2024-04-13,2024-05-01,Wednesday,ESB,ANK,AnadoluJet,18,12:30,Business,1,2041
2024-04-25,2024-04-29,Monday,ADB,IZM,Pegasus,4,03:15,Economy,0,1007
2024-08-06,2024-08-26,Monday,ANK,AYT,SunExpress,20,06:45,Economy,0,978
2024-02-26,2024-03-02,Saturday,ADB,IZM,Pegasus,5,22:00,Economy,0,1030
2024-01-02,2024-02-16,Friday,IZM,ANK,Pegasus,45,01:30,Business,0,2041
2024-06-02,2024-07-26,Friday,ANK,IST,SunExpress,54,03:45,Economy,0,756
2024-01-04,2024-01-07,Sunday,ANK,IST,Pegasus,3,11:00,Economy,1,984
2024-02-07,2024-02-08,Thursday,AYT,IZM,Turkish Airlines,1,04:00,Economy,0,1079
2024-08-21,2024-08-24,Saturday,IST,ANK,Pegasus,3,23:45,Business,0,2312
2024-11-18,2024-12-15,Sunday,IST,AYT,Pegasus,27,08:30,Economy,1,829
2024-10-02,2024-11-10,Sunday,ANK,IST,Pegasus,39,17:45,Economy,0,820
2024-07-07,2024-07-15,Monday,IST,ADB,SunExpress,8,16:15,Economy,1,971
2024-05-25,2024-07-14,Sunday,AYT,IST,AnadoluJet,50,11:30,Economy,0,849
2023-12-25,2024-01-14,Sunday,IZM,ANK,Pegasus,20,08:00,Economy,1,870
2024-10-12,2024-10-26,Saturday,AYT,IZM,Pegasus,14,08:00,Economy,0,1125
2024-06-25,2024-07-17,Wednesday,ANK,ESB,Pegasus,22,23:30,Economy,0,1041
2024-09-11,2024-10-17,Thursday,IST,ADB,Pegasus,36,15:30,Economy,0,864
2024-02-13,2024-02-16,Friday,ADB,IST,Pegasus,3,15:00,Economy,0,1069
2024-02-15,2024-03-07,Thursday,AYT,ANK,Pegasus,21,10:00,Business,1,1950
2024-10-29,2024-12-26,Thursday,ANK,ESB,Pegasus,58,11:00,Economy,1,655
2024-10-21,2024-10-27,Sunday,ESB,ADB,AnadoluJet,6,05:45,Economy,0,1133
2024-02-14,2024-03-30,Saturday,ADB,IZM,AnadoluJet,45,05:45,Economy,0,853
2024-02-24,2024-03-06,Wednesday,ESB,IZM,Turkish Airlines,11,12:00,Business,1,2041
2024-10-26,2024-11-09,Saturday,AYT,IZM,Turkish Airlines,14,23:00,Business,0,2190
2024-02-15,2024-03-26,Tuesday,IZM,ADB,Turkish Airlines,40,23:30,Economy,0,914
2024-04-02,2024-04-17,Wednesday,IST,ADB,Turkish Airlines,15,23:00,Economy,0,937
2024-07-23,2024-08-02,Friday,ADB,AYT,SunExpress,10,17:45,Economy,0,975
2024-10-12,2024-11-29,Friday,ADB,ESB,Pegasus,48,01:30,Economy,0,765
2024-02-19,2024-02-23,Friday,IZM,ADB,AnadoluJet,4,23:00,Economy,0,1120
2024-09-22,2024-10-31,Thursday,IST,ADB,SunExpress,39,20:15,Economy,0,960
2024-01-22,2024-01-28,Sunday,ADB,ANK,AnadoluJet,6,22:30,Economy,0,1139
2024-04-25,2024-05-01,Wednesday,IZM,ADB,Turkish Airlines,6,15:15,Economy,0,983
2024-08-01,2024-08-06,Tuesday,IZM,IST,AnadoluJet,5,15:15,Economy,0,999
2024-02-17,2024-03-28,Thursday,IST,IZM,AnadoluJet,40,03:30,Business,0,2200
2024-07-12,2024-09-07,Saturday,ADB,AYT,AnadoluJet,57,05:30,Economy,0,812
2024-08-14,2024-08-16,Friday,IZM,ANK,AnadoluJet,2,08:00,Economy,0,1028
2024-01-02,2024-02-13,Tuesday,ESB,IST,AnadoluJet,42,18:15,Economy,0,931
2024-08-29,2024-09-24,Tuesday,IST,AYT,SunExpress,26,09:00,Economy,0,971
2024-08-09,2024-09-14,Saturday,ESB,IST,Pegasus,36,05:15,Economy,0,874
2023-12-26,2024-01-22,Monday,ANK,IZM,Turkish Airlines,27,20:15,Business,0,2217
2024-01-30,2024-02-04,Sunday,IZM,ADB,SunExpress,5,08:45,Economy,0,978
2024-09-24,2024-10-27,Sunday,ESB,AYT,SunExpress,33,18:00,Economy,0,862
2024-04-01,2024-05-26,Sunday,AYT,IST,AnadoluJet,55,20:45,Business,0,2071
2024-01-09,2024-01-20,Saturday,AYT,ADB,AnadoluJet,11,21:45,Economy,0,954
2024-12-04,2024-12-19,Thursday,ADB,IZM,Turkish Airlines,15,11:00,Economy,1,861
2024-03-31,2024-05-23,Thursday,IZM,ADB,SunExpress,53,07:15,Business,0,2011
2024-05-27,2024-06-13,Thursday,ESB,ADB,SunExpress,17,14:15,Economy,0,1019
2024-07-28,2024-09-21,Saturday,ESB,ADB,AnadoluJet,55,05:00,Economy,0,804
2024-07-17,2024-07-25,Thursday,ESB,AYT,Turkish Airlines,8,06:00,Economy,1,873
2023-11-29,2024-01-26,Friday,IST,AYT,AnadoluJet,58,14:45,Economy,0,872
2024-04-10,2024-05-03,Friday,IST,ANK,SunExpress,23,15:30,Economy,0,973
2024-12-13,2024-12-18,Wednesday,ANK,ADB,AnadoluJet,5,18:15,Economy,0,1031
2024-11-29,2024-12-12,Thursday,ESB,ANK,AnadoluJet,13,21:00,Economy,0,1056
2024-09-13,2024-11-03,Sunday,ANK,IZM,Turkish Airlines,51,09:30,Economy,0,853
2024-08-07,2024-08-23,Friday,ADB,IZM,Pegasus,16,19:45,Economy,0,1069
2024-08-07,2024-09-18,Wednesday,IST,ANK,AnadoluJet,42,09:30,Economy,0,965
2024-01-12,2024-02-02,Friday,IST,AYT,AnadoluJet,21,08:30,Economy,1,793
2024-03-07,2024-05-03,Friday,ANK,ESB,Turkish Airlines,57,19:45,Economy,1,734
2023-12-04,2024-01-14,Sunday,IZM,ANK,SunExpress,41,13:45,Business,0,2094
2024-09-10,2024-10-25,Friday,ESB,IST,Pegasus,45,21:45,Economy,0,946
2024-04-09,2024-06-02,Sunday,IZM,ESB,Pegasus,54,05:30,Economy,1,604
2024-03-27,2024-05-12,Sunday,ADB,ANK,Pegasus,46,20:00,Business,1,1876
2024-05-11,2024-06-06,Thursday,IZM,ANK,AnadoluJet,26,14:00,Economy,0,990
2024-08-25,2024-10-24,Thursday,IST,ESB,Turkish Airlines,60,03:45,Economy,0,835
2023-12-04,2024-01-28,Sunday,IZM,AYT,Pegasus,55,13:45,Economy,0,761
2024-01-11,2024-02-11,Sunday,IZM,ANK,AnadoluJet,31,20:00,Economy,0,846
2024-02-29,2024-04-17,Wednesday,ADB,IZM,Pegasus,48,02:15,Economy,0,917
2024-06-28,2024-07-25,Thursday,ADB,AYT,SunExpress,27,06:30,Economy,0,868
2024-04-06,2024-04-07,Sunday,IZM,ESB,Turkish Airlines,1,22:30,Economy,0,1074
2024-06-13,2024-07-15,Monday,ANK,IST,AnadoluJet,32,09:30,Economy,1,806
2024-09-29,2024-11-01,Friday,ESB,AYT,AnadoluJet,33,04:30,Economy,0,960
2024-01-25,2024-03-25,Monday,IZM,ANK,SunExpress,60,04:15,Economy,0,887
2024-09-05,2024-09-15,Sunday,IST,ESB,Turkish Airlines,10,01:45,Economy,0,1113
2024-11-12,2024-11-15,Friday,IZM,ESB,Turkish Airlines,3,00:00,Economy,0,1161
2024-07-22,2024-08-15,Thursday,IST,AYT,Turkish Airlines,24,04:15,Economy,0,1057
2024-05-08,2024-06-03,Monday,ESB,IST,Turkish Airlines,26,19:15,Economy,0,977
2024-11-05,2024-11-12,Tuesday,IST,ESB,AnadoluJet,7,06:15,Economy,0,1164
2024-03-22,2024-04-13,Saturday,IZM,ESB,SunExpress,22,15:15,Economy,0,1066
2024-04-30,2024-04-30,Tuesday,ADB,IZM,Turkish Airlines,0,18:45,Economy,1,888
2023-12-24,2024-02-08,Thursday,IST,ESB,Turkish Airlines,46,14:30,Business,0,2037
2023-12-31,2024-02-21,Wednesday,ADB,IST,Pegasus,52,11:30,Business,1,1899
2023-12-26,2024-02-18,Sunday,ESB,IST,Turkish Airlines,54,20:15,Economy,0,814
2024-10-28,2024-11-14,Thursday,IZM,AYT,Turkish Airlines,17,03:45,Economy,0,1017
2024-06-02,2024-07-16,Tuesday,ADB,IZM,SunExpress,44,05:00,Economy,0,813
2024-03-16,2024-03-22,Friday,ESB,IST,SunExpress,6,18:45,Business,0,2216
2024-05-24,2024-07-02,Tuesday,AYT,ADB,Turkish Airlines,39,23:15,Business,1,1978
2024-07-01,2024-07-29,Monday,ADB,IST,Turkish Airlines,28,00:15,Economy,0,1031
2024-08-11,2024-09-24,Tuesday,IZM,ESB,Turkish Airlines,44,15:30,Economy,0,949
2024-01-24,2024-03-17,Sunday,ESB,ADB,Turkish Airlines,53,16:45,Economy,1,711
2024-08-19,2024-09-08,Sunday,ANK,IST,Pegasus,20,16:15,Economy,0,1040
2024-06-03,2024-07-25,Thursday,ESB,ADB,Pegasus,52,18:45,Economy,0,762
2024-06-03,2024-06-10,Monday,ADB,AYT,SunExpress,7,12:45,Economy,0,974
2023-11-10,2024-01-01,Monday,AYT,ESB,Turkish Airlines,52,20:30,Economy,1,720
2024-10-20,2024-12-01,Sunday,AYT,ANK,SunExpress,42,01:15,Business,0,2106
2024-10-06,2024-11-13,Wednesday,IZM,ESB,SunExpress,38,14:00,Economy,0,834
2023-12-12,2024-01-02,Tuesday,ESB,ANK,AnadoluJet,21,09:30,Economy,1,924
2024-02-23,2024-03-25,Monday,IST,ANK,Pegasus,31,13:00,Economy,0,910
2024-03-30,2024-04-06,Saturday,AYT,ANK,SunExpress,7,06:30,Economy,1,842
2024-09-28,2024-11-20,Wednesday,ADB,IST,Turkish Airlines,53,21:15,Economy,0,862
2023-12-21,2024-01-25,Thursday,IST,ESB,SunExpress,35,16:15,Economy,0,1002
2024-02-29,2024-03-06,Wednesday,AYT,ANK,SunExpress,6,10:45,Economy,0,1077
2024-04-25,2024-05-20,Monday,AYT,ANK,AnadoluJet,25,04:15,Business,0,2180
2024-04-10,2024-06-02,Sunday,AYT,ESB,AnadoluJet,53,20:15,Economy,1,636
2024-12-13,2024-12-31,Tuesday,ANK,ESB,AnadoluJet,18,22:15,Business,0,2238
2024-12-22,2024-12-29,Sunday,AYT,IZM,AnadoluJet,7,21:45,Economy,0,1137
2024-03-31,2024-05-26,Sunday,ESB,AYT,SunExpress,56,00:45,Economy,0,757
2024-03-26,2024-04-12,Friday,IST,ANK,Pegasus,17,04:00,Business,0,2291
2024-10-02,2024-10-04,Friday,IZM,ANK,AnadoluJet,2,21:15,Economy,0,1180
2024-07-03,2024-07-18,Thursday,ESB,AYT,AnadoluJet,15,12:45,Economy,0,1031
2024-10-06,2024-10-09,Wednesday,ESB,IZM,Turkish Airlines,3,14:15,Economy,0,1147
2024-09-24,2024-10-28,Monday,ESB,IZM,Pegasus,34,09:45,Economy,1,725
2024-03-25,2024-04-05,Friday,ESB,IST,Turkish Airlines,11,17:30,Economy,0,978
2024-05-10,2024-05-10,Friday,ANK,ESB,AnadoluJet,0,01:15,Economy,1,932
2024-10-08,2024-11-16,Saturday,AYT,IST,AnadoluJet,39,11:00,Economy,0,1005
2024-09-12,2024-09-26,Thursday,ESB,IZM,Pegasus,14,05:45,Economy,0,1069
2024-01-26,2024-02-17,Saturday,AYT,ADB,Pegasus,22,10:30,Business,0,2165
2024-08-29,2024-09-28,Saturday,ANK,ESB,Turkish Airlines,30,07:15,Economy,0,860
2024-05-17,2024-07-14,Sunday,ESB,IZM,Turkish Airlines,58,09:00,Economy,0,842
2024-08-20,2024-09-17,Tuesday,IZM,ESB,SunExpress,28,06:30,Economy,1,841
2024-02-06,2024-03-26,Tuesday,IST,ANK,Turkish Airlines,49,20:15,Economy,0,930
2024-03-12,2024-04-15,Monday,ADB,IST,SunExpress,34,23:15,Economy,1,686
2024-01-15,2024-01-20,Saturday,ADB,IZM,Turkish Airlines,5,17:00,Economy,0,1122
2024-07-03,2024-07-27,Saturday,ANK,ADB,SunExpress,24,00:45,Economy,0,1052
2023-11-24,2024-01-04,Thursday,IST,ESB,Turkish Airlines,41,22:00,Economy,0,886
2024-04-08,2024-05-28,Tuesday,AYT,IST,AnadoluJet,50,14:45,Economy,0,851
2024-08-20,2024-08-30,Friday,ESB,IST,Pegasus,10,17:30,Economy,0,1112
2024-10-17,2024-12-12,Thursday,ANK,ADB,AnadoluJet,56,17:15,Business,0,1951
2024-09-12,2024-10-20,Sunday,IST,ANK,SunExpress,38,09:15,Economy,1,851
2024-03-23,2024-04-18,Thursday,ESB,IZM,Pegasus,26,08:15,Economy,0,899
2023-12-05,2024-01-28,Sunday,ANK,ESB,SunExpress,54,21:00,Economy,0,794
2024-09-23,2024-10-24,Thursday,IST,IZM,AnadoluJet,31,07:00,Economy,0,917
2024-03-20,2024-04-09,Tuesday,AYT,IST,SunExpress,20,09:15,Economy,0,1044
2024-05-14,2024-06-10,Monday,AYT,IZM,Pegasus,27,07:45,Economy,0,935
2024-10-28,2024-12-13,Friday,IZM,ANK,AnadoluJet,46,11:30,Business,0,2094
2024-02-18,2024-03-30,Saturday,AYT,IST,Turkish Airlines,41,04:15,Economy,1,712
2023-12-13,2024-02-08,Thursday,ESB,IST,Turkish Airlines,57,18:45,Economy,0,911
2023-12-15,2024-01-19,Friday,AYT,ANK,AnadoluJet,35,15:15,Economy,1,768
2024-09-12,2024-10-28,Monday,ADB,ANK,AnadoluJet,46,02:45,Economy,0,863
2024-11-20,2024-12-05,Thursday,AYT,IST,Pegasus,15,05:15,Economy,0,1069
2024-07-06,2024-09-04,Wednesday,AYT,ANK,AnadoluJet,60,07:00,Economy,0,767
2023-12-11,2024-01-22,Monday,IZM,ANK,Pegasus,42,12:45,Economy,0,906
2024-11-08,2024-11-28,Thursday,IST,ANK,Turkish Airlines,20,08:30,Economy,0,1048
2024-03-06,2024-03-30,Saturday,AYT,ESB,SunExpress,24,02:30,Economy,0,976
2024-07-04,2024-07-26,Friday,ANK,ESB,AnadoluJet,22,19:00,Economy,0,1018
2024-03-11,2024-03-25,Monday,ANK,AYT,Turkish Airlines,14,04:15,Economy,0,970
2024-01-19,2024-03-01,Friday,IZM,ESB,Pegasus,42,03:45,Economy,0,962
2024-03-11,2024-04-17,Wednesday,ADB,AYT,Pegasus,37,07:00,Economy,0,847
2024-03-15,2024-03-23,Saturday,AYT,ESB,Turkish Airlines,8,05:30,Business,0,2206
2024-09-27,2024-11-02,Saturday,AYT,ADB,Turkish Airlines,36,09:00,Business,0,2075
2024-07-05,2024-08-29,Thursday,ADB,ESB,SunExpress,55,19:15,Economy,1,724
2024-11-01,2024-12-03,Tuesday,ANK,ESB,AnadoluJet,32,14:00,Economy,0,898
2024-03-02,2024-03-08,Friday,ADB,AYT,Turkish Airlines,6,16:45,Economy,1,858
2024-03-01,2024-03-31,Sunday,AYT,IST,Turkish Airlines,30,03:00,Business,0,2173
2024-10-01,2024-11-04,Monday,ESB,ANK,Turkish Airlines,34,20:45,Business,0,2163
2023-12-10,2024-01-23,Tuesday,ADB,IZM,SunExpress,44,12:30,Economy,1,780
2024-01-24,2024-02-20,Tuesday,ESB,AYT,Pegasus,27,02:30,Economy,0,1018
2024-04-29,2024-05-11,Saturday,AYT,ADB,Turkish Airlines,12,18:00,Economy,0,1073
2024-11-18,2024-12-01,Sunday,IST,AYT,AnadoluJet,13,13:30,Economy,0,1001
2024-09-23,2024-10-16,Wednesday,AYT,ADB,AnadoluJet,23,06:45,Business,0,2226
2024-03-09,2024-04-01,Monday,AYT,ADB,SunExpress,23,11:45,Economy,0,1073
2024-03-30,2024-04-27,Saturday,ANK,IST,Pegasus,28,10:00,Economy,0,901
2023-12-26,2024-02-16,Friday,ADB,IST,Pegasus,52,02:00,Economy,0,807
2024-01-03,2024-02-10,Saturday,ANK,ADB,Turkish Airlines,38,12:30,Economy,1,842
2024-02-19,2024-03-30,Saturday,AYT,IST,SunExpress,40,21:30,Economy,0,849
2024-08-16,2024-09-18,Wednesday,IST,ESB,Pegasus,33,11:15,Economy,0,1002
2024-01-28,2024-02-14,Wednesday,IST,IZM,SunExpress,17,18:15,Economy,0,1047
2024-01-12,2024-02-16,Friday,IST,ANK,AnadoluJet,35,18:30,Economy,0,913
2024-10-25,2024-11-06,Wednesday,IZM,ANK,SunExpress,12,08:15,Business,0,2244
2024-10-09,2024-10-13,Sunday,AYT,IST,AnadoluJet,4,16:30,Economy,0,1117
2024-11-23,2024-12-21,Saturday,AYT,IZM,SunExpress,28,10:45,Economy,0,1034
2023-12-16,2024-01-15,Monday,ADB,ESB,Turkish Airlines,30,07:15,Economy,0,930
2024-08-18,2024-09-21,Saturday,ADB,IZM,Turkish Airlines,34,09:00,Economy,0,932
2024-01-04,2024-02-08,Thursday,ESB,IZM,Pegasus,35,18:30,Economy,0,871
2024-07-27,2024-09-12,Thursday,ESB,ANK,Pegasus,47,08:15,Economy,0,823
2024-10-21,2024-11-12,Tuesday,ANK,IZM,Pegasus,22,02:45,Economy,0,1047
2023-11-29,2024-01-22,Monday,IST,ESB,SunExpress,54,18:30,Economy,0,855
2024-04-28,2024-05-23,Thursday,ANK,ESB,Pegasus,25,16:45,Economy,0,997
2024-08-23,2024-09-14,Saturday,AYT,IST,SunExpress,22,14:00,Business,0,2268
2024-04-27,2024-06-10,Monday,AYT,ADB,Turkish Airlines,44,18:00,Economy,0,863
2024-05-01,2024-05-12,Sunday,IZM,ESB,AnadoluJet,11,19:30,Economy,0,1038
2024-07-23,2024-08-05,Monday,ANK,AYT,SunExpress,13,12:30,Economy,0,1050
2024-02-01,2024-03-08,Friday,ANK,ESB,Pegasus,36,07:45,Economy,0,917
2024-02-16,2024-03-17,Sunday,ANK,IZM,Turkish Airlines,30,20:30,Economy,0,974
2024-08-21,2024-10-14,Monday,IZM,ADB,Turkish Airlines,54,01:15,Economy,0,795
2024-07-02,2024-08-18,Sunday,ADB,IST,AnadoluJet,47,17:30,Economy,0,853
2024-02-10,2024-03-03,Sunday,IST,AYT,Pegasus,22,17:15,Economy,0,1089
2024-05-03,2024-06-15,Saturday,IZM,ADB,SunExpress,43,02:45,Economy,0,942
2024-11-10,2024-11-19,Tuesday,IZM,AYT,Pegasus,9,13:45,Economy,1,823
2024-06-10,2024-06-24,Monday,IST,IZM,AnadoluJet,14,08:45,Economy,0,999
2024-09-24,2024-10-27,Sunday,ADB,IZM,SunExpress,33,00:15,Economy,0,1021
2024-11-07,2024-12-24,Tuesday,ANK,ADB,Turkish Airlines,47,03:00,Economy,0,886
2023-11-26,2024-01-14,Sunday,AYT,IST,SunExpress,49,03:30,Economy,1,763
2024-10-03,2024-12-01,Sunday,ANK,IST,SunExpress,59,09:45,Economy,0,865
2024-08-04,2024-09-26,Thursday,ANK,IZM,Pegasus,53,10:45,Economy,0,854
2024-09-09,2024-10-07,Monday,AYT,IZM,Pegasus,28,05:45,Business,0,2221
2024-07-08,2024-08-10,Saturday,ESB,AYT,AnadoluJet,33,07:00,Business,0,2148
2024-07-14,2024-07-30,Tuesday,IZM,ADB,Pegasus,16,04:30,Economy,0,993
2023-11-22,2024-01-05,Friday,ADB,ESB,SunExpress,44,00:45,Business,0,2054
2023-11-30,2024-01-04,Thursday,AYT,ANK,AnadoluJet,35,13:45,Economy,1,738
2024-06-28,2024-07-12,Friday,ANK,AYT,AnadoluJet,14,16:30,Economy,0,1002
2024-04-21,2024-05-17,Friday,ESB,AYT,Pegasus,26,09:00,Business,0,2233
2024-08-02,2024-08-19,Monday,ADB,ESB,SunExpress,17,01:00,Economy,0,962
2024-05-09,2024-05-17,Friday,IST,ADB,SunExpress,8,04:00,Economy,0,1086
2024-07-15,2024-08-03,Saturday,ANK,ADB,SunExpress,19,01:30,Business,0,2125
2024-03-28,2024-05-16,Thursday,ANK,IST,SunExpress,49,06:30,Economy,0,852
2024-12-16,2024-12-31,Tuesday,IST,ANK,SunExpress,15,23:00,Economy,0,975
2024-08-12,2024-09-23,Monday,ADB,IST,Pegasus,42,09:30,Economy,0,830
2024-09-05,2024-10-08,Tuesday,ESB,IST,Turkish Airlines,33,06:30,Economy,0,848
2024-02-12,2024-02-27,Tuesday,ESB,ANK,SunExpress,15,08:00,Economy,0,1026
2023-12-16,2024-01-22,Monday,ANK,IST,SunExpress,37,02:15,Economy,0,855
2024-11-08,2024-12-17,Tuesday,ADB,IST,AnadoluJet,39,20:00,Business,1,1870
2024-11-21,2024-12-25,Wednesday,IZM,ANK,Turkish Airlines,34,17:30,Economy,0,942
2023-11-28,2024-01-11,Thursday,ESB,ANK,SunExpress,44,01:45,Economy,0,960
2024-04-26,2024-05-30,Thursday,ADB,ESB,SunExpress,34,11:30,Economy,0,1017
2024-09-05,2024-11-02,Saturday,ADB,IZM,Pegasus,58,09:30,Economy,0,848
2023-11-13,2024-01-01,Monday,IZM,AYT,SunExpress,49,19:30,Economy,1,803
2024-04-28,2024-06-13,Thursday,AYT,ANK,Turkish Airlines,46,12:15,Economy,0,904
2024-09-30,2024-10-09,Wednesday,ESB,ADB,AnadoluJet,9,03:00,Economy,0,1088
2023-12-01,2024-01-23,Tuesday,ESB,IST,Pegasus,53,03:45,Economy,0,784
2024-09-08,2024-10-19,Saturday,IST,ANK,SunExpress,41,22:30,Economy,0,807
2024-09-22,2024-11-06,Wednesday,IZM,ANK,Turkish Airlines,45,20:45,Economy,1,645
2024-05-29,2024-07-03,Wednesday,ADB,IST,SunExpress,35,01:30,Economy,0,960
2024-05-31,2024-06-04,Tuesday,IST,ANK,Pegasus,4,23:15,Business,0,2316
2024-03-06,2024-04-08,Monday,ADB,ANK,Pegasus,33,17:45,Economy,1,876
2024-05-20,2024-07-02,Tuesday,IST,ESB,SunExpress,43,03:15,Economy,0,831
2024-08-25,2024-09-15,Sunday,AYT,ADB,Pegasus,21,11:30,Economy,0,1035
2024-06-12,2024-07-30,Tuesday,IZM,ADB,SunExpress,48,07:15,Economy,0,856
2024-06-05,2024-07-03,Wednesday,AYT,IZM,SunExpress,28,01:30,Business,0,2212
2024-01-14,2024-03-10,Sunday,IST,ESB,AnadoluJet,56,06:30,Economy,1,575
2024-09-08,2024-10-10,Thursday,ESB,IZM,Pegasus,32,04:15,Economy,0,907
2024-04-23,2024-05-07,Tuesday,IZM,ESB,AnadoluJet,14,12:15,Economy,0,1117
